col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
92,92,92,255,19,19,19,255,0
116,116,116,255,160,160,160,255,0
31,31,31,255,33,33,33,255,0
40,40,40,255,35,35,35,255,0
37,37,37,255,174,174,174,255,0
32,32,32,255,52,52,52,255,0
70,70,70,255,34,34,34,255,0
30,30,30,255,34,34,34,255,0
34,34,34,255,38,38,38,255,0
95,95,95,255,33,33,33,255,0
90,90,90,255,35,35,35,255,0
34,34,34,255,39,39,39,255,0
33,33,33,255,140,140,140,255,0
121,121,121,255,37,37,37,255,0
54,54,54,255,75,75,75,255,0
34,34,34,255,160,160,160,255,0
46,46,46,255,70,70,70,255,0
36,36,36,255,34,34,34,255,0
128,128,128,255,38,38,38,255,0
69,69,69,255,140,140,140,255,0
85,85,85,255,92,92,92,255,0
43,43,43,255,30,30,30,255,0
41,41,41,255,34,34,34,255,0
112,112,112,255,184,184,184,255,0
53,53,53,255,57,57,57,255,0
31,31,31,255,152,152,152,255,0
32,32,32,255,41,41,41,255,0
42,42,42,255,184,184,184,255,0
37,37,37,255,32,32,32,255,0
47,47,47,255,41,41,41,255,0
33,33,33,255,152,152,152,255,0
110,110,110,255,139,139,139,255,0
34,34,34,255,51,51,51,255,0
46,46,46,255,34,34,34,255,0
40,40,40,255,40,40,40,255,0
72,72,72,255,41,41,41,255,0
38,38,38,255,34,34,34,255,0
91,91,91,255,123,123,123,255,0
52,52,52,255,162,162,162,255,0
45,45,45,255,105,105,105,255,0
80,80,80,255,77,77,77,255,0
31,31,31,255,141,141,141,255,0
108,108,108,255,105,105,105,255,0
31,31,31,255,164,164,164,255,0
35,35,35,255,157,157,157,255,0
38,38,38,255,36,36,36,255,0
37,37,37,255,182,182,182,255,0
33,33,33,255,39,39,39,255,0
125,125,125,255,39,39,39,255,0
36,36,36,255,37,37,37,255,0
33,33,33,255,87,87,87,255,0
87,87,87,255,193,193,193,255,0
51,51,51,255,117,117,117,255,0
36,36,36,255,114,114,114,255,0
41,41,41,255,100,100,100,255,0
34,34,34,255,37,37,37,255,0
46,46,46,255,104,104,104,255,0
51,51,51,255,37,37,37,255,0
31,31,31,255,33,33,33,255,0
38,38,38,255,36,36,36,255,0
48,48,48,255,171,171,171,255,0
31,31,31,255,135,135,135,255,0
115,115,115,255,66,66,66,255,0
32,32,32,255,34,34,34,255,0
35,35,35,255,115,115,115,255,0
40,40,40,255,104,104,104,255,0
31,31,31,255,37,37,37,255,0
32,32,32,255,104,104,104,255,0
114,114,114,255,79,79,79,255,0
112,112,112,255,40,40,40,255,0
42,42,42,255,136,136,136,255,0
50,50,50,255,39,39,39,255,0
34,34,34,255,154,154,154,255,0
87,87,87,255,37,37,37,255,0
40,40,40,255,142,142,142,255,0
33,33,33,255,124,124,124,255,0
40,40,40,255,56,56,56,255,0
32,32,32,255,34,34,34,255,0
59,59,59,255,88,88,88,255,0
80,80,80,255,154,154,154,255,0
32,32,32,255,33,33,33,255,0
32,32,32,255,37,37,37,255,0
91,91,91,255,35,35,35,255,0
33,33,33,255,23,23,23,255,0
50,50,50,255,38,38,38,255,0
33,33,33,255,35,35,35,255,0
35,35,35,255,34,34,34,255,0
47,47,47,255,40,40,40,255,0
32,32,32,255,30,30,30,255,0
31,31,31,255,151,151,151,255,0
31,31,31,255,139,139,139,255,0
44,44,44,255,80,80,80,255,0
36,36,36,255,23,23,23,255,0
34,34,34,255,123,123,123,255,0
38,38,38,255,36,36,36,255,0
33,33,33,255,138,138,138,255,0
33,33,33,255,31,31,31,255,0
30,30,30,255,36,36,36,255,0
31,31,31,255,34,34,34,255,0
46,46,46,255,79,79,79,255,0
34,34,34,255,113,113,113,255,0
41,41,41,255,35,35,35,255,0
138,138,138,255,44,44,44,255,0
33,33,33,255,105,105,105,255,0
44,44,44,255,36,36,36,255,0
80,80,80,255,143,143,143,255,0
37,37,37,255,179,179,179,255,0
29,29,29,255,134,134,134,255,0
33,33,33,255,33,33,33,255,0
40,40,40,255,100,100,100,255,0
61,61,61,255,35,35,35,255,0
82,82,82,255,37,37,37,255,0
35,35,35,255,37,37,37,255,0
46,46,46,255,52,52,52,255,0
29,29,29,255,44,44,44,255,0
86,86,86,255,36,36,36,255,0
78,78,78,255,34,34,34,255,0
108,108,108,255,57,57,57,255,0
31,31,31,255,40,40,40,255,0
39,39,39,255,34,34,34,255,0
37,37,37,255,36,36,36,255,0
33,33,33,255,31,31,31,255,0
33,33,33,255,42,42,42,255,0
91,91,91,255,30,30,30,255,0
34,34,34,255,37,37,37,255,0
88,88,88,255,147,147,147,255,0
31,31,31,255,35,35,35,255,0
38,38,38,255,23,23,23,255,0
34,34,34,255,36,36,36,255,0
48,48,48,255,33,33,33,255,0
42,42,42,255,155,155,155,255,0
55,55,55,255,54,54,54,255,0
33,33,33,255,118,118,118,255,0
39,39,39,255,41,41,41,255,0
57,57,57,255,21,21,21,255,0
37,37,37,255,33,33,33,255,0
31,31,31,255,37,37,37,255,0
33,33,33,255,91,91,91,255,0
38,38,38,255,100,100,100,255,0
87,87,87,255,38,38,38,255,0
32,32,32,255,31,31,31,255,0
76,76,76,255,163,163,163,255,0
35,35,35,255,41,41,41,255,0
41,41,41,255,97,97,97,255,0
32,32,32,255,143,143,143,255,0
41,41,41,255,34,34,34,255,0
59,59,59,255,37,37,37,255,0
91,91,91,255,148,148,148,255,0
66,66,66,255,40,40,40,255,0
46,46,46,255,38,38,38,255,0
32,32,32,255,83,83,83,255,0
34,34,34,255,38,38,38,255,0
34,34,34,255,142,142,142,255,0
50,50,50,255,43,43,43,255,0
106,106,106,255,110,110,110,255,0
107,107,107,255,35,35,35,255,0
41,41,41,255,135,135,135,255,0
92,92,92,255,36,36,36,255,0
33,33,33,255,159,159,159,255,0
162,162,162,255,36,36,36,255,0
39,39,39,255,36,36,36,255,0
41,41,41,255,37,37,37,255,0
46,46,46,255,44,44,44,255,0
51,51,51,255,34,34,34,255,0
51,51,51,255,147,147,147,255,0
33,33,33,255,28,28,28,255,0
32,32,32,255,58,58,58,255,0
95,95,95,255,132,132,132,255,0
76,76,76,255,35,35,35,255,0
44,44,44,255,36,36,36,255,0
45,45,45,255,28,28,28,255,0
34,34,34,255,144,144,144,255,0
51,51,51,255,147,147,147,255,0
33,33,33,255,33,33,33,255,0
32,32,32,255,39,39,39,255,0
36,36,36,255,37,37,37,255,0
50,50,50,255,128,128,128,255,0
34,34,34,255,149,149,149,255,0
33,33,33,255,138,138,138,255,0
100,100,100,255,36,36,36,255,0
94,94,94,255,39,39,39,255,0
35,35,35,255,40,40,40,255,0
23,23,23,255,161,161,161,255,0
38,38,38,255,80,80,80,255,0
44,44,44,255,135,135,135,255,0
48,48,48,255,49,49,49,255,0
64,64,64,255,112,112,112,255,0
43,43,43,255,104,104,104,255,0
39,39,39,255,39,39,39,255,0
111,111,111,255,37,37,37,255,0
37,37,37,255,28,28,28,255,0
32,32,32,255,36,36,36,255,0
60,60,60,255,156,156,156,255,0
61,61,61,255,36,36,36,255,0
67,67,67,255,161,161,161,255,0
42,42,42,255,33,33,33,255,0
124,124,124,255,16,16,16,255,0
117,117,117,255,38,38,38,255,0
32,32,32,255,40,40,40,255,0
35,35,35,255,110,110,110,255,0
36,36,36,255,33,33,33,255,0
33,33,33,255,87,87,87,255,0
37,37,37,255,36,36,36,255,0
35,35,35,255,63,63,63,255,0
31,31,31,255,40,40,40,255,0
77,77,77,255,37,37,37,255,0
36,36,36,255,36,36,36,255,0
51,51,51,255,95,95,95,255,0
123,123,123,255,35,35,35,255,0
48,48,48,255,40,40,40,255,0
37,37,37,255,34,34,34,255,0
58,58,58,255,156,156,156,255,0
31,31,31,255,27,27,27,255,0
36,36,36,255,31,31,31,255,0
32,32,32,255,47,47,47,255,0
42,42,42,255,33,33,33,255,0
35,35,35,255,75,75,75,255,0
32,32,32,255,39,39,39,255,0
34,34,34,255,38,38,38,255,0
58,58,58,255,70,70,70,255,0
33,33,33,255,36,36,36,255,0
51,51,51,255,38,38,38,255,0
32,32,32,255,34,34,34,255,0
94,94,94,255,39,39,39,255,0
35,35,35,255,38,38,38,255,0
38,38,38,255,27,27,27,255,0
76,76,76,255,37,37,37,255,0
44,44,44,255,44,44,44,255,0
85,85,85,255,146,146,146,255,0
41,41,41,255,38,38,38,255,0
40,40,40,255,34,34,34,255,0
36,36,36,255,102,102,102,255,0
84,84,84,255,133,133,133,255,0
34,34,34,255,37,37,37,255,0
45,45,45,255,116,116,116,255,0
40,40,40,255,54,54,54,255,0
30,30,30,255,183,183,183,255,0
92,92,92,255,74,74,74,255,0
95,95,95,255,97,97,97,255,0
32,32,32,255,57,57,57,255,0
65,65,65,255,126,126,126,255,0
54,54,54,255,35,35,35,255,0
55,55,55,255,125,125,125,255,0
29,29,29,255,33,33,33,255,0
32,32,32,255,35,35,35,255,0
34,34,34,255,128,128,128,255,0
37,37,37,255,34,34,34,255,0
53,53,53,255,125,125,125,255,0
31,31,31,255,129,129,129,255,0
32,32,32,255,36,36,36,255,0
36,36,36,255,62,62,62,255,0
163,163,163,255,79,79,79,255,0
82,82,82,255,110,110,110,255,0
29,29,29,255,40,40,40,255,0
31,31,31,255,37,37,37,255,0
111,111,111,255,75,75,75,255,0
40,40,40,255,73,73,73,255,0
48,48,48,255,116,116,116,255,0
33,33,33,255,142,142,142,255,0
33,33,33,255,34,34,34,255,0
54,54,54,255,55,55,55,255,0
27,27,27,255,36,36,36,255,0
34,34,34,255,39,39,39,255,0
32,32,32,255,70,70,70,255,0
105,105,105,255,113,113,113,255,0
59,59,59,255,107,107,107,255,0
41,41,41,255,34,34,34,255,0
142,142,142,255,137,137,137,255,0
38,38,38,255,168,168,168,255,0
41,41,41,255,30,30,30,255,0
31,31,31,255,106,106,106,255,0
30,30,30,255,36,36,36,255,0
31,31,31,255,65,65,65,255,0
41,41,41,255,34,34,34,255,0
30,30,30,255,146,146,146,255,0
42,42,42,255,87,87,87,255,0
33,33,33,255,20,20,20,255,0
47,47,47,255,95,95,95,255,0
111,111,111,255,32,32,32,255,0
34,34,34,255,151,151,151,255,0
106,106,106,255,136,136,136,255,0
30,30,30,255,151,151,151,255,0
98,98,98,255,26,26,26,255,0
41,41,41,255,33,33,33,255,0
39,39,39,255,186,186,186,255,0
36,36,36,255,59,59,59,255,0
32,32,32,255,179,179,179,255,0
43,43,43,255,44,44,44,255,0
33,33,33,255,160,160,160,255,0
34,34,34,255,35,35,35,255,0
48,48,48,255,39,39,39,255,0
48,48,48,255,210,210,210,255,0
36,36,36,255,35,35,35,255,0
35,35,35,255,48,48,48,255,0
107,107,107,255,25,25,25,255,0
100,100,100,255,31,31,31,255,0
88,88,88,255,151,151,151,255,0
31,31,31,255,34,34,34,255,0
30,30,30,255,189,189,189,255,0
37,37,37,255,36,36,36,255,0
39,39,39,255,141,141,141,255,0
31,31,31,255,32,32,32,255,0
42,42,42,255,39,39,39,255,0
32,32,32,255,37,37,37,255,0
39,39,39,255,194,194,194,255,0
53,53,53,255,34,34,34,255,0
46,46,46,255,39,39,39,255,0
80,80,80,255,79,79,79,255,0
53,53,53,255,34,34,34,255,0
31,31,31,255,101,101,101,255,0
34,34,34,255,53,53,53,255,0
21,21,21,255,39,39,39,255,0
46,46,46,255,38,38,38,255,0
34,34,34,255,34,34,34,255,0
72,72,72,255,37,37,37,255,0
36,36,36,255,34,34,34,255,0
66,66,66,255,183,183,183,255,0
92,92,92,255,34,34,34,255,0
29,29,29,255,35,35,35,255,0
33,33,33,255,34,34,34,255,0
87,87,87,255,38,38,38,255,0
63,63,63,255,157,157,157,255,0
30,30,30,255,47,47,47,255,0
92,92,92,255,55,55,55,255,0
72,72,72,255,37,37,37,255,0
39,39,39,255,156,156,156,255,0
35,35,35,255,155,155,155,255,0
35,35,35,255,67,67,67,255,0
32,32,32,255,37,37,37,255,0
36,36,36,255,27,27,27,255,0
33,33,33,255,40,40,40,255,0
42,42,42,255,120,120,120,255,0
61,61,61,255,47,47,47,255,0
144,144,144,255,39,39,39,255,0
33,33,33,255,34,34,34,255,0
30,30,30,255,141,141,141,255,0
45,45,45,255,36,36,36,255,0
137,137,137,255,39,39,39,255,0
29,29,29,255,27,27,27,255,0
32,32,32,255,37,37,37,255,0
33,33,33,255,37,37,37,255,0
66,66,66,255,39,39,39,255,0
33,33,33,255,39,39,39,255,0
41,41,41,255,151,151,151,255,0
35,35,35,255,40,40,40,255,0
33,33,33,255,21,21,21,255,0
77,77,77,255,153,153,153,255,0
32,32,32,255,31,31,31,255,0
45,45,45,255,34,34,34,255,0
31,31,31,255,38,38,38,255,0
31,31,31,255,34,34,34,255,0
79,79,79,255,66,66,66,255,0
37,37,37,255,130,130,130,255,0
41,41,41,255,49,49,49,255,0
38,38,38,255,27,27,27,255,0
32,32,32,255,39,39,39,255,0
30,30,30,255,88,88,88,255,0
36,36,36,255,103,103,103,255,0
33,33,33,255,37,37,37,255,0
33,33,33,255,54,54,54,255,0
87,87,87,255,46,46,46,255,0
33,33,33,255,88,88,88,255,0
35,35,35,255,36,36,36,255,0
35,35,35,255,146,146,146,255,0
38,38,38,255,53,53,53,255,0
73,73,73,255,39,39,39,255,0
30,30,30,255,33,33,33,255,0
39,39,39,255,122,122,122,255,0
33,33,33,255,101,101,101,255,0
94,94,94,255,35,35,35,255,0
34,34,34,255,36,36,36,255,0
82,82,82,255,38,38,38,255,0
35,35,35,255,75,75,75,255,0
86,86,86,255,36,36,36,255,0
48,48,48,255,70,70,70,255,0
148,148,148,255,37,37,37,255,0
21,21,21,255,35,35,35,255,0
58,58,58,255,133,133,133,255,0
42,42,42,255,38,38,38,255,0
37,37,37,255,39,39,39,255,0
71,71,71,255,83,83,83,255,0
32,32,32,255,40,40,40,255,0
35,35,35,255,135,135,135,255,0
32,32,32,255,174,174,174,255,0
34,34,34,255,63,63,63,255,0
31,31,31,255,39,39,39,255,0
95,95,95,255,146,146,146,255,0
81,81,81,255,45,45,45,255,0
32,32,32,255,41,41,41,255,0
66,66,66,255,165,165,165,255,0
40,40,40,255,114,114,114,255,0
61,61,61,255,61,61,61,255,0
36,36,36,255,37,37,37,255,0
96,96,96,255,178,178,178,255,0
40,40,40,255,36,36,36,255,0
132,132,132,255,160,160,160,255,0
33,33,33,255,65,65,65,255,0
128,128,128,255,32,32,32,255,0
42,42,42,255,39,39,39,255,0
32,32,32,255,46,46,46,255,0
33,33,33,255,166,166,166,255,0
33,33,33,255,93,93,93,255,0
51,51,51,255,113,113,113,255,0
34,34,34,255,87,87,87,255,0
32,32,32,255,38,38,38,255,0
34,34,34,255,28,28,28,255,0
33,33,33,255,170,170,170,255,0
127,127,127,255,125,125,125,255,0
53,53,53,255,50,50,50,255,0
46,46,46,255,163,163,163,255,0
136,136,136,255,39,39,39,255,0
41,41,41,255,32,32,32,255,0
115,115,115,255,36,36,36,255,0
32,32,32,255,39,39,39,255,0
127,127,127,255,155,155,155,255,0
61,61,61,255,36,36,36,255,0
39,39,39,255,37,37,37,255,0
83,83,83,255,37,37,37,255,0
36,36,36,255,43,43,43,255,0
31,31,31,255,95,95,95,255,0
33,33,33,255,40,40,40,255,0
53,53,53,255,38,38,38,255,0
47,47,47,255,20,20,20,255,0
75,75,75,255,40,40,40,255,0
89,89,89,255,41,41,41,255,0
104,104,104,255,153,153,153,255,0
32,32,32,255,53,53,53,255,0
36,36,36,255,42,42,42,255,0
31,31,31,255,36,36,36,255,0
40,40,40,255,133,133,133,255,0
42,42,42,255,123,123,123,255,0
121,121,121,255,37,37,37,255,0
64,64,64,255,63,63,63,255,0
43,43,43,255,35,35,35,255,0
32,32,32,255,56,56,56,255,0
106,106,106,255,39,39,39,255,0
37,37,37,255,46,46,46,255,0
36,36,36,255,155,155,155,255,0
35,35,35,255,79,79,79,255,0
34,34,34,255,153,153,153,255,0
33,33,33,255,147,147,147,255,0
52,52,52,255,84,84,84,255,0
31,31,31,255,43,43,43,255,0
38,38,38,255,34,34,34,255,0
41,41,41,255,156,156,156,255,0
41,41,41,255,158,158,158,255,0
84,84,84,255,40,40,40,255,0
34,34,34,255,34,34,34,255,0
41,41,41,255,35,35,35,255,0
33,33,33,255,38,38,38,255,0
80,80,80,255,88,88,88,255,0
41,41,41,255,126,126,126,255,0
59,59,59,255,95,95,95,255,0
131,131,131,255,87,87,87,255,0
46,46,46,255,28,28,28,255,0
90,90,90,255,36,36,36,255,0
32,32,32,255,101,101,101,255,0
63,63,63,255,41,41,41,255,0
128,128,128,255,36,36,36,255,0
36,36,36,255,39,39,39,255,0
43,43,43,255,45,45,45,255,0
34,34,34,255,127,127,127,255,0
30,30,30,255,38,38,38,255,0
34,34,34,255,40,40,40,255,0
35,35,35,255,36,36,36,255,0
33,33,33,255,31,31,31,255,0
54,54,54,255,36,36,36,255,0
35,35,35,255,35,35,35,255,0
34,34,34,255,44,44,44,255,0
32,32,32,255,38,38,38,255,0
41,41,41,255,41,41,41,255,0
34,34,34,255,38,38,38,255,0
71,71,71,255,161,161,161,255,0
33,33,33,255,100,100,100,255,0
98,98,98,255,161,161,161,255,0
95,95,95,255,31,31,31,255,0
32,32,32,255,33,33,33,255,0
41,41,41,255,123,123,123,255,0
50,50,50,255,37,37,37,255,0
38,38,38,255,35,35,35,255,0
38,38,38,255,33,33,33,255,0
128,128,128,255,81,81,81,255,0
38,38,38,255,38,38,38,255,0
33,33,33,255,36,36,36,255,0
34,34,34,255,37,37,37,255,0
135,135,135,255,37,37,37,255,0
32,32,32,255,39,39,39,255,0
72,72,72,255,41,41,41,255,0
32,32,32,255,33,33,33,255,0
34,34,34,255,39,39,39,255,0
35,35,35,255,31,31,31,255,0
35,35,35,255,130,130,130,255,0
40,40,40,255,29,29,29,255,0
51,51,51,255,184,184,184,255,0
48,48,48,255,33,33,33,255,0
34,34,34,255,39,39,39,255,0
102,102,102,255,160,160,160,255,0
34,34,34,255,155,155,155,255,0
44,44,44,255,76,76,76,255,0
31,31,31,255,175,175,175,255,0
33,33,33,255,95,95,95,255,0
32,32,32,255,158,158,158,255,0
35,35,35,255,39,39,39,255,0
61,61,61,255,37,37,37,255,0
28,28,28,255,117,117,117,255,0
43,43,43,255,41,41,41,255,0
46,46,46,255,197,197,197,255,0
33,33,33,255,45,45,45,255,0
77,77,77,255,133,133,133,255,0
41,41,41,255,165,165,165,255,0
32,32,32,255,94,94,94,255,0
46,46,46,255,39,39,39,255,0
38,38,38,255,35,35,35,255,0
83,83,83,255,56,56,56,255,0
46,46,46,255,28,28,28,255,0
33,33,33,255,36,36,36,255,0
35,35,35,255,31,31,31,255,0
46,46,46,255,34,34,34,255,0
33,33,33,255,34,34,34,255,0
32,32,32,255,40,40,40,255,0
64,64,64,255,34,34,34,255,0
42,42,42,255,38,38,38,255,0
31,31,31,255,34,34,34,255,0
55,55,55,255,34,34,34,255,0
24,24,24,255,193,193,193,255,0
86,86,86,255,39,39,39,255,0
81,81,81,255,99,99,99,255,0
29,29,29,255,37,37,37,255,0
82,82,82,255,39,39,39,255,0
47,47,47,255,26,26,26,255,0
40,40,40,255,29,29,29,255,0
51,51,51,255,37,37,37,255,0
33,33,33,255,36,36,36,255,0
63,63,63,255,138,138,138,255,0
73,73,73,255,37,37,37,255,0
99,99,99,255,90,90,90,255,0
47,47,47,255,23,23,23,255,0
56,56,56,255,109,109,109,255,0
56,56,56,255,32,32,32,255,0
33,33,33,255,34,34,34,255,0
94,94,94,255,37,37,37,255,0
55,55,55,255,38,38,38,255,0
35,35,35,255,175,175,175,255,0
114,114,114,255,139,139,139,255,0
31,31,31,255,48,48,48,255,0
90,90,90,255,34,34,34,255,0
37,37,37,255,123,123,123,255,0
33,33,33,255,43,43,43,255,0
33,33,33,255,39,39,39,255,0
31,31,31,255,84,84,84,255,0
81,81,81,255,42,42,42,255,0
31,31,31,255,86,86,86,255,0
36,36,36,255,34,34,34,255,0
96,96,96,255,128,128,128,255,0
32,32,32,255,121,121,121,255,0
64,64,64,255,138,138,138,255,0
43,43,43,255,113,113,113,255,0
79,79,79,255,35,35,35,255,0
60,60,60,255,59,59,59,255,0
33,33,33,255,45,45,45,255,0
33,33,33,255,96,96,96,255,0
38,38,38,255,34,34,34,255,0
34,34,34,255,130,130,130,255,0
37,37,37,255,36,36,36,255,0
38,38,38,255,32,32,32,255,0
46,46,46,255,150,150,150,255,0
70,70,70,255,35,35,35,255,0
97,97,97,255,90,90,90,255,0
58,58,58,255,52,52,52,255,0
25,25,25,255,34,34,34,255,0
75,75,75,255,31,31,31,255,0
27,27,27,255,26,26,26,255,0
45,45,45,255,34,34,34,255,0
31,31,31,255,13,13,13,255,0
42,42,42,255,102,102,102,255,0
34,34,34,255,86,86,86,255,0
36,36,36,255,53,53,53,255,0
35,35,35,255,138,138,138,255,0
33,33,33,255,35,35,35,255,0
37,37,37,255,86,86,86,255,0
31,31,31,255,36,36,36,255,0
93,93,93,255,34,34,34,255,0
37,37,37,255,33,33,33,255,0
96,96,96,255,172,172,172,255,0
35,35,35,255,33,33,33,255,0
63,63,63,255,169,169,169,255,0
35,35,35,255,35,35,35,255,0
88,88,88,255,96,96,96,255,0
34,34,34,255,32,32,32,255,0
106,106,106,255,34,34,34,255,0
42,42,42,255,61,61,61,255,0
38,38,38,255,46,46,46,255,0
115,115,115,255,99,99,99,255,0
37,37,37,255,37,37,37,255,0
38,38,38,255,39,39,39,255,0
34,34,34,255,34,34,34,255,0
35,35,35,255,132,132,132,255,0
36,36,36,255,34,34,34,255,0
37,37,37,255,52,52,52,255,0
48,48,48,255,40,40,40,255,0
50,50,50,255,24,24,24,255,0
44,44,44,255,36,36,36,255,0
96,96,96,255,48,48,48,255,0
34,34,34,255,16,16,16,255,0
33,33,33,255,37,37,37,255,0
86,86,86,255,44,44,44,255,0
66,66,66,255,54,54,54,255,0
129,129,129,255,46,46,46,255,0
34,34,34,255,37,37,37,255,0
51,51,51,255,38,38,38,255,0
84,84,84,255,37,37,37,255,0
46,46,46,255,83,83,83,255,0
44,44,44,255,47,47,47,255,0
37,37,37,255,40,40,40,255,0
34,34,34,255,36,36,36,255,0
40,40,40,255,37,37,37,255,0
34,34,34,255,45,45,45,255,0
34,34,34,255,100,100,100,255,0
32,32,32,255,148,148,148,255,0
32,32,32,255,38,38,38,255,0
46,46,46,255,38,38,38,255,0
79,79,79,255,33,33,33,255,0
31,31,31,255,70,70,70,255,0
47,47,47,255,36,36,36,255,0
34,34,34,255,38,38,38,255,0
87,87,87,255,32,32,32,255,0
54,54,54,255,33,33,33,255,0
34,34,34,255,33,33,33,255,0
27,27,27,255,37,37,37,255,0
30,30,30,255,34,34,34,255,0
70,70,70,255,34,34,34,255,0
34,34,34,255,59,59,59,255,0
31,31,31,255,29,29,29,255,0
55,55,55,255,33,33,33,255,0
39,39,39,255,113,113,113,255,0
51,51,51,255,113,113,113,255,0
125,125,125,255,83,83,83,255,0
33,33,33,255,33,33,33,255,0
55,55,55,255,38,38,38,255,0
40,40,40,255,164,164,164,255,0
96,96,96,255,113,113,113,255,0
47,47,47,255,46,46,46,255,0
75,75,75,255,97,97,97,255,0
40,40,40,255,37,37,37,255,0
40,40,40,255,36,36,36,255,0
31,31,31,255,37,37,37,255,0
35,35,35,255,30,30,30,255,0
33,33,33,255,65,65,65,255,0
35,35,35,255,59,59,59,255,0
122,122,122,255,37,37,37,255,0
35,35,35,255,40,40,40,255,0
34,34,34,255,110,110,110,255,0
47,47,47,255,169,169,169,255,0
33,33,33,255,36,36,36,255,0
44,44,44,255,32,32,32,255,0
26,26,26,255,60,60,60,255,0
38,38,38,255,76,76,76,255,0
60,60,60,255,36,36,36,255,0
115,115,115,255,32,32,32,255,0
94,94,94,255,135,135,135,255,0
32,32,32,255,40,40,40,255,0
30,30,30,255,35,35,35,255,0
36,36,36,255,73,73,73,255,0
34,34,34,255,38,38,38,255,0
34,34,34,255,29,29,29,255,0
46,46,46,255,35,35,35,255,0
35,35,35,255,33,33,33,255,0
33,33,33,255,45,45,45,255,0
34,34,34,255,157,157,157,255,0
37,37,37,255,34,34,34,255,0
30,30,30,255,63,63,63,255,0
107,107,107,255,41,41,41,255,0
35,35,35,255,39,39,39,255,0
33,33,33,255,138,138,138,255,0
69,69,69,255,117,117,117,255,0
61,61,61,255,25,25,25,255,0
44,44,44,255,34,34,34,255,0
58,58,58,255,36,36,36,255,0
33,33,33,255,33,33,33,255,0
41,41,41,255,38,38,38,255,0
52,52,52,255,59,59,59,255,0
36,36,36,255,38,38,38,255,0
58,58,58,255,28,28,28,255,0
38,38,38,255,23,23,23,255,0
52,52,52,255,146,146,146,255,0
79,79,79,255,39,39,39,255,0
35,35,35,255,93,93,93,255,0
33,33,33,255,33,33,33,255,0
45,45,45,255,36,36,36,255,0
32,32,32,255,38,38,38,255,0
40,40,40,255,95,95,95,255,0
36,36,36,255,54,54,54,255,0
84,84,84,255,38,38,38,255,0
50,50,50,255,100,100,100,255,0
33,33,33,255,34,34,34,255,0
62,62,62,255,36,36,36,255,0
33,33,33,255,132,132,132,255,0
39,39,39,255,165,165,165,255,0
56,56,56,255,76,76,76,255,0
36,36,36,255,77,77,77,255,0
39,39,39,255,39,39,39,255,0
33,33,33,255,32,32,32,255,0
38,38,38,255,101,101,101,255,0
72,72,72,255,102,102,102,255,0
33,33,33,255,32,32,32,255,0
138,138,138,255,37,37,37,255,0
33,33,33,255,78,78,78,255,0
32,32,32,255,34,34,34,255,0
34,34,34,255,85,85,85,255,0
37,37,37,255,115,115,115,255,0
125,125,125,255,42,42,42,255,0
55,55,55,255,126,126,126,255,0
41,41,41,255,138,138,138,255,0
41,41,41,255,58,58,58,255,0
85,85,85,255,28,28,28,255,0
38,38,38,255,36,36,36,255,0
79,79,79,255,164,164,164,255,0
43,43,43,255,36,36,36,255,0
50,50,50,255,166,166,166,255,0
34,34,34,255,37,37,37,255,0
34,34,34,255,32,32,32,255,0
98,98,98,255,38,38,38,255,0
66,66,66,255,172,172,172,255,0
32,32,32,255,123,123,123,255,0
116,116,116,255,28,28,28,255,0
70,70,70,255,158,158,158,255,0
88,88,88,255,126,126,126,255,0
58,58,58,255,77,77,77,255,0
34,34,34,255,32,32,32,255,0
46,46,46,255,35,35,35,255,0
73,73,73,255,163,163,163,255,0
114,114,114,255,30,30,30,255,0
44,44,44,255,35,35,35,255,0
31,31,31,255,143,143,143,255,0
61,61,61,255,32,32,32,255,0
40,40,40,255,81,81,81,255,0
36,36,36,255,38,38,38,255,0
35,35,35,255,44,44,44,255,0
37,37,37,255,129,129,129,255,0
43,43,43,255,27,27,27,255,0
38,38,38,255,39,39,39,255,0
101,101,101,255,34,34,34,255,0
99,99,99,255,36,36,36,255,0
64,64,64,255,34,34,34,255,0
65,65,65,255,36,36,36,255,0
79,79,79,255,167,167,167,255,0
31,31,31,255,159,159,159,255,0
101,101,101,255,109,109,109,255,0
36,36,36,255,116,116,116,255,0
33,33,33,255,26,26,26,255,0
42,42,42,255,38,38,38,255,0
28,28,28,255,43,43,43,255,0
33,33,33,255,158,158,158,255,0
34,34,34,255,52,52,52,255,0
50,50,50,255,36,36,36,255,0
30,30,30,255,82,82,82,255,0
100,100,100,255,34,34,34,255,0
37,37,37,255,86,86,86,255,0
33,33,33,255,32,32,32,255,0
58,58,58,255,34,34,34,255,0
28,28,28,255,38,38,38,255,0
34,34,34,255,32,32,32,255,0
42,42,42,255,38,38,38,255,0
53,53,53,255,39,39,39,255,0
99,99,99,255,32,32,32,255,0
33,33,33,255,35,35,35,255,0
33,33,33,255,140,140,140,255,0
37,37,37,255,38,38,38,255,0
34,34,34,255,51,51,51,255,0
33,33,33,255,140,140,140,255,0
32,32,32,255,38,38,38,255,0
86,86,86,255,38,38,38,255,0
31,31,31,255,118,118,118,255,0
31,31,31,255,39,39,39,255,0
33,33,33,255,35,35,35,255,0
